unsat_SMILE,sat_SMILE,delta_H,nH2,pH2
OCC(O)C1=CCCC1,OCC(O)C1CCCC1,105.7000045,1,1.55
OCC(O)C1=CCOC1,OCC(O)C1CCOC1,117.559388,1,1.53
CC(CO)C1CC(=O)C1,CC(CO)C1CC(O)C1,50.7167835,1,1.55
CC(CO)N1CC(=O)C1,CC(CO)N1CC(O)C1,58.3412355,1,1.54
CCC(C)C1CC(=O)C1,CCC(C)C1CC(O)C1,50.6537715,1,1.57
CCC(O)C1CC(=O)C1,CCC(O)C1CC(O)C1,51.5674455,1,1.55
COC(C)C1CC(=O)C1,COC(C)C1CC(O)C1,52.987841,1,1.55
OCC(O)C1CC(=O)C1,OCC(O)C1CC(O)C1,53.0902355,1,1.53
CCC(C)C1CC1C#C,CCC(C)C1CC1CC,136.746542,2,3.2
CCC(C)C1OC1C#C,CCC(C)C1OC1CC,146.098573,2,3.15
CCC(O)C1CC1C#C,CCC(O)C1CC1CC,141.1442545,2,3.15
CCC(O)C1NC1C#C,CCC(O)C1NC1CC,150.1011478,2,3.12
CCC(O)C1OC1C#C,CCC(O)C1OC1CC,151.1802282,2,3.1
CC(CO)C1CC1C=O,CC(CO)C1CC1CO,52.972088,1,1.55
CC(CO)C1NC1C=O,CC(CO)C1NC1CO,69.4786065,1,1.54
CC(CO)C1OC1C=O,CC(CO)C1OC1CO,79.60516,1,1.53
CC(CO)N1CC1C=O,CC(CO)N1CC1CO,63.6394945,1,1.54
CCC(C)C1CC1C=O,CCC(C)C1CC1CO,52.2658285,1,1.57
CCC(C)C1NC1C=O,CCC(C)C1NC1CO,67.932187,1,1.56
CCC(C)C1OC1C=O,CCC(C)C1OC1CO,77.630784,1,1.55
CCC(C)N1CC1C=O,CCC(C)N1CC1CO,55.1381255,1,1.56
CCC(O)C1CC1C=O,CCC(O)C1CC1CO,62.502653,1,1.55
CCC(O)C1NC1C=O,CCC(O)C1NC1CO,71.319082,1,1.54
CCC(O)C1OC1C=O,CCC(O)C1OC1CO,77.1765725,1,1.53
COC(C)C1CC1C=O,COC(C)C1CC1CO,54.7810575,1,1.55
COC(C)C1NC1C=O,COC(C)C1NC1CO,61.252915,1,1.54
COC(C)C1OC1C=O,COC(C)C1OC1CO,62.681187,1,1.53
OCC(O)C1CC1C=O,OCC(O)C1CC1CO,58.5722795,1,1.53
OCC(O)C1NC1C=O,OCC(O)C1NC1CO,67.643382,1,1.51
OCC(O)C1OC1C=O,OCC(O)C1OC1CO,71.749664,1,1.5
CC(CO)C1CC=CC1,CC(CO)C1CCCC1,104.2087205,1,1.57
CCC(C)C1CC=CC1,CCC(C)C1CCCC1,103.7571345,1,1.6
CCC(O)C1CC=CC1,CCC(O)C1CCCC1,104.956988,1,1.57
COC(C)C1CC=CC1,COC(C)C1CCCC1,105.975682,1,1.57
OCC(O)C1CC=CC1,OCC(O)C1CCCC1,105.681626,1,1.55
CC(CO)C1CCC1=O,CC(CO)C1CCC1O,43.3181245,1,1.55
CC(CO)C1OCC1=O,CC(CO)C1OCC1O,53.2372635,1,1.53
CCC(C)C1CCC1=O,CCC(C)C1CCC1O,45.442154,1,1.57
CCC(C)C1OCC1=O,CCC(C)C1OCC1O,52.9379565,1,1.55
CCC(O)C1CCC1=O,CCC(O)C1CCC1O,49.2044955,1,1.55
CCC(O)C1OCC1=O,CCC(O)C1OCC1O,63.4662115,1,1.53
COC(C)C1CCC1=O,COC(C)C1CCC1O,54.883452,1,1.55
COC(C)C1OCC1=O,COC(C)C1OCC1O,67.0316405,1,1.53
OCC(O)C1CCC1=O,OCC(O)C1CCC1O,29.4869905,1,1.53
OCC(O)C1OCC1=O,OCC(O)C1OCC1O,74.789993,1,1.5
CC(CO)C1CCC=C1,CC(CO)C1CCCC1,106.7134475,1,1.57
CCC(C)C1CCC=C1,CCC(C)C1CCCC1,105.728885,1,1.6
CCC(O)C1CCC=C1,CCC(O)C1CCCC1,103.7676365,1,1.57
COC(C)C1CCC=C1,COC(C)C1CCCC1,106.043945,1,1.57
OCC(O)C1CCC=C1,OCC(O)C1CCCC1,103.985553,1,1.55
CC(CO)CC#CC=O,CC(CO)CCCCO,115.1605562,3,4.58
CCC(C)CC#CC=O,CCC(C)CCCCO,114.1261092,3,4.65
CCC(O)CC#CC=O,CCC(O)CCCCO,116.9493968,3,4.58
COC(C)CC#CC=O,COC(C)CCCCO,116.4916847,3,4.58
CCC(C)CC(=O)C#C,CCC(C)CC(O)CC,117.3580997,3,4.65
CCC(O)CC(=O)C#C,CCC(O)CC(O)CC,123.4107523,3,4.58
CC(CO)CC(=O)C=O,CC(CO)CC(O)CO,71.55668975,2,3.01
CCC(C)CC(=O)C=O,CCC(C)CC(O)CO,70.809735,2,3.05
CCC(O)CC(=O)C=O,CCC(O)CC(O)CO,76.9560305,2,3.01
COC(C)CC(=O)C=O,COC(C)CC(O)CO,72.84843575,2,3.01
OCC(O)CC(=O)C=O,OCC(O)CC(O)CO,78.95272325,2,2.96
CC(CO)CC(=O)CO,CC(CO)CC(O)CO,49.653456,1,1.5
CCC(=O)CC(C)CO,CCC(O)CC(C)CO,47.8234825,1,1.53
CCC(=O)CC(C)OC,CCC(O)CC(C)OC,49.747974,1,1.53
CCC(=O)CC(O)CO,CCC(O)CC(O)CO,62.7258205,1,1.5
CCC(C)CC(=O)CC,CCC(C)CC(O)CC,47.2983825,1,1.55
CCC(C)CC(=O)CO,CCC(C)CC(O)CO,47.736841,1,1.53
CCC(O)CC(=O)CC,CCC(O)CC(O)CC,61.904039,1,1.53
CCC(O)CC(=O)CO,CCC(O)CC(O)CO,59.4386945,1,1.5
COC(C)CC(=O)CO,COC(C)CC(O)CO,48.708276,1,1.5
OCC(O)CC(=O)CO,OCC(O)CC(O)CO,67.2101745,1,1.48
CCC(C)CC(C)C#C,CCC(C)CC(C)CC,138.9388345,2,3.15
CCC(C)CC(O)C#C,CCC(C)CC(O)CC,147.574104,2,3.1
CCC(C)OC(C)C#C,CCC(C)OC(C)CC,145.6693038,2,3.1
CCC(O)CC(O)C#C,CCC(O)CC(O)CC,151.076521,2,3.05
CC(CO)CC(C)C=O,CC(CO)CC(C)CO,67.480601,1,1.53
CC(CO)CC(O)C=O,CC(CO)CC(O)CO,65.5456075,1,1.5
CC(CO)OC(C)C=O,CC(CO)OC(C)CO,76.7302375,1,1.5
CCC(C)CC(C)C=O,CCC(C)CC(C)CO,62.4947765,1,1.55
CCC(C)CC(O)C=O,CCC(C)CC(O)CO,65.327691,1,1.53
CCC(C)OC(C)C=O,CCC(C)OC(C)CO,72.789362,1,1.53
CCC(O)CC(C)C=O,CCC(O)CC(C)CO,66.5170425,1,1.53
CCC(O)CC(O)C=O,CCC(O)CC(O)CO,64.2328575,1,1.5
COC(C)CC(C)C=O,COC(C)CC(C)CO,67.517358,1,1.53
COC(C)CC(O)C=O,COC(C)CC(O)CO,62.880725,1,1.5
OCC(O)CC(O)C=O,OCC(O)CC(O)CO,64.0018135,1,1.48
CC#CCCC(C)CO,CCCCCC(C)CO,133.2782565,2,3.1
CC#CCCC(O)CO,CCCCCC(O)CO,133.343894,2,3.05
CC#CCOC(C)CO,CCCCOC(C)CO,140.506258,2,3.05
CC(=O)CCC(O)CO,CC(O)CCC(O)CO,50.782421,1,1.5
CCC(C)CCC(C)=O,CCC(C)CCC(C)O,52.1713105,1,1.55
CCC(C)OCC(C)=O,CCC(C)OCC(C)O,67.2521825,1,1.53
CCC(O)CCC(C)=O,CCC(O)CCC(C)O,50.14705,1,1.53
COC(C)CCC(C)=O,COC(C)CCC(C)O,49.9868945,1,1.53
CC(CO)CCCC=O,CC(CO)CCCCO,65.842289,1,1.53
CC(CO)COCC=O,CC(CO)COCCO,79.9963595,1,1.5
CC(CO)OCCC=O,CC(CO)OCCCO,67.407087,1,1.5
CCC(C)CCCC=O,CCC(C)CCCCO,65.002129,1,1.55
CCC(C)COCC=O,CCC(C)COCCO,79.846706,1,1.53
CCC(C)OCCC=O,CCC(C)OCCCO,66.299126,1,1.53
CCC(O)CCCC=O,CCC(O)CCCCO,65.732018,1,1.53
CCC(O)COCC=O,CCC(O)COCCO,79.1141915,1,1.5
COC(C)CCCC=O,COC(C)CCCCO,64.6424355,1,1.53
COC(C)COCC=O,COC(C)COCCO,80.8785275,1,1.5
CC(=O)C(CO)C1CC1,CC(O)C(CO)C1CC1,52.095171,1,1.55
CC(=O)C(CO)C1CN1,CC(O)C(CO)C1CN1,42.2784265,1,1.54
CC(=O)C(CO)C1CO1,CC(O)C(CO)C1CO1,55.692106,1,1.53
CC(=O)C(CO)N1CC1,CC(O)C(CO)N1CC1,48.928818,1,1.54
CCC(C=O)(C=O)C=O,CCC(CO)(CO)CO,73.19281383,3,4.51
COC(C=O)(C=O)C=O,COC(CO)(CO)CO,81.90422283,3,4.44
OCC(C=O)(C=O)C=O,OCC(CO)(CO)CO,74.34715867,3,4.44
CCC(C=O)C#CC=O,CCC(CO)CCCO,104.6110784,4,6.1
COC(C=O)C#CC=O,COC(CO)CCCO,113.2509425,4,6.01
COC(C=O)C(=O)C=O,COC(CO)C(O)CO,82.45032683,3,4.44
CCC(=O)C(CO)C=O,CCC(O)C(CO)CO,58.5827815,2,3.01
CCC(C=O)C(=O)CO,CCC(CO)C(O)CO,56.6504135,2,3.01
COC(C=O)C(=O)CO,COC(CO)C(O)CO,69.87111875,2,2.96
CC(C)(C)C(CO)C=O,CC(C)(C)C(CO)CO,52.3393425,1,1.53
CC(C)(O)C(CO)C=O,CC(C)(O)C(CO)CO,58.364865,1,1.5
CCC(C=O)C(C)(C)C,CCC(CO)C(C)(C)C,55.6684765,1,1.55
CCC(C=O)C(C)(C)O,CCC(CO)C(C)(C)O,58.102315,1,1.53
COC(C=O)C(C)(C)C,COC(CO)C(C)(C)C,68.326012,1,1.53
COC(C=O)C(C)(C)O,COC(CO)C(C)(C)O,67.4674735,1,1.5
CC(C=O)C(CO)C=O,CC(CO)C(CO)CO,68.457287,2,3.01
CCC(C=O)C(C)C=O,CCC(CO)C(C)CO,64.99819075,2,3.05
CCC(C=O)C(O)C=O,CCC(CO)C(O)CO,64.3693835,2,3.01
COC(C=O)C(C)C=O,COC(CO)C(C)CO,71.6682735,2,3.01
COC(C=O)C(O)C=O,COC(CO)C(O)CO,73.5271275,2,2.96
CC1(CC1)C(CO)C=O,CC1(CC1)C(CO)CO,59.157766,1,1.55
CC1(CN1)C(CO)C=O,CC1(CN1)C(CO)CO,77.81982,1,1.54
CC1(CO1)C(CO)C=O,CC1(CO1)C(CO)CO,77.2290825,1,1.53
CCC(C=O)C1(C)CC1,CCC(CO)C1(C)CC1,67.921685,1,1.57
CCC(C=O)C1(C)CO1,CCC(CO)C1(C)CO1,66.083835,1,1.55
CCC(C=O)C1(O)CC1,CCC(CO)C1(O)CC1,64.8472245,1,1.55
COC(C=O)C1(C)CC1,COC(CO)C1(C)CC1,72.495306,1,1.55
COC(C=O)C1(C)CN1,COC(CO)C1(C)CN1,65.7083885,1,1.54
COC(C=O)C1(C)CO1,COC(CO)C1(C)CO1,74.7821165,1,1.53
COC(C=O)C1(O)CC1,COC(CO)C1(O)CC1,72.836621,1,1.53
OCC(C=O)C1(O)CC1,OCC(CO)C1(O)CC1,62.691689,1,1.53
CC1CC1C(CO)C=O,CC1CC1C(CO)CO,75.204822,1,1.55
CC1CN1C(CO)C=O,CC1CN1C(CO)CO,73.687283,1,1.54
CC1NC1C(CO)C=O,CC1NC1C(CO)CO,81.8394605,1,1.54
CC1OC1C(CO)C=O,CC1OC1C(CO)CO,77.772561,1,1.53
CCC(C=O)C1CC1C,CCC(CO)C1CC1C,47.306259,1,1.57
CCC(C=O)C1CC1O,CCC(CO)C1CC1O,44.7516475,1,1.55
CCC(C=O)C1CN1C,CCC(CO)C1CN1C,62.345123,1,1.56
CCC(C=O)C1OC1C,CCC(CO)C1OC1C,70.4762965,1,1.55
CCC(C=O)N1CC1C,CCC(CO)N1CC1C,73.261952,1,1.56
CN1CC1C(CO)C=O,CN1CC1C(CO)CO,75.9793445,1,1.54
COC(C=O)C1CC1C,COC(CO)C1CC1C,73.235697,1,1.55
COC(C=O)C1CC1O,COC(CO)C1CC1O,78.4630675,1,1.53
COC(C=O)C1CN1C,COC(CO)C1CN1C,71.25607,1,1.54
COC(C=O)C1NC1C,COC(CO)C1NC1C,81.4246315,1,1.54
COC(C=O)C1OC1C,COC(CO)C1OC1C,75.4594955,1,1.53
OCC(C=O)C1CC1O,OCC(CO)C1CC1O,67.974195,1,1.53
CCC(C=O)C1CCC1,CCC(CO)C1CCC1,60.1213245,1,1.57
CCC(C=O)C1CCO1,CCC(CO)C1CCO1,73.6058925,1,1.55
CCC(C=O)C1COC1,CCC(CO)C1COC1,67.223302,1,1.55
COC(C=O)C1CCC1,COC(CO)C1CCC1,72.7972385,1,1.55
COC(C=O)C1CCO1,COC(CO)C1CCO1,79.6918015,1,1.53
COC(C=O)C1COC1,COC(CO)C1COC1,66.5853055,1,1.53
OCC(C=O)C1CCC1,OCC(CO)C1CCC1,64.771085,1,1.55
OCC(C=O)C1CCO1,OCC(CO)C1CCO1,67.239055,1,1.53
OCC(C=O)C1COC1,OCC(CO)C1COC1,72.852374,1,1.53
CC#CCC(CO)C=O,CCCCC(CO)CO,109.9629413,3,4.58
CC(=O)CC(CO)C=O,CC(O)CC(CO)CO,56.3458555,2,3.01
CC(C)CC(CO)C=O,CC(C)CC(CO)CO,70.8491175,1,1.53
CC(C)OC(CO)C=O,CC(C)OC(CO)CO,78.260904,1,1.5
CC(O)CC(CO)C=O,CC(O)CC(CO)CO,64.7684595,1,1.5
CCC(CC)(C#C)C#C,CCC(CC)(CC)CC,141.1344089,4,6.29
CCC(CC)(C=O)C=O,CCC(CC)(CO)CO,70.0667185,2,3.05
CCC(CO)(C=O)C=O,CCC(CO)(CO)CO,72.7027205,2,3.01
COC(CO)(C=O)C=O,COC(CO)(CO)CO,82.3435565,2,2.96
OCC(CO)(C=O)C=O,OCC(CO)(CO)CO,74.9028895,2,2.96
CCC(CC)(CC)C#C,CCC(CC)(CC)CC,137.2782058,2,3.15
CCC(CC)(CC)C=O,CCC(CC)(CC)CO,66.708704,1,1.55
CCC(CC)(CO)C=O,CCC(CC)(CO)CO,61.9066645,1,1.53
CCC(CO)(CO)C=O,CCC(CO)(CO)CO,66.020823,1,1.5
COC(CO)(CO)C=O,COC(CO)(CO)CO,71.9387,1,1.48
OCC(CO)(CO)C=O,OCC(CO)(CO)CO,63.720885,1,1.48
CCC(CC)C#CC=O,CCC(CC)CCCO,112.2593787,3,4.65
CCC(CO)C#CC=O,CCC(CO)CCCO,113.9528262,3,4.58
COC(CO)C#CC=O,COC(CO)CCCO,118.9596547,3,4.51
CCC(CC)C(=O)C=O,CCC(CC)C(O)CO,67.84685825,2,3.05
CCC(CO)C(=O)C=O,CCC(CO)C(O)CO,69.4733555,2,3.01
CCC(OC)C(=O)C=O,CCC(OC)C(O)CO,76.07254975,2,3.01
COC(CO)C(=O)C=O,COC(CO)C(O)CO,78.12043975,2,2.96
CCC(=O)C(CO)CO,CCC(O)C(CO)CO,43.304997,1,1.5
CCC(=O)C(CO)OC,CCC(O)C(CO)OC,61.6441145,1,1.5
CCC(CC)C(=O)CO,CCC(CC)C(O)CO,41.6430555,1,1.53
CCC(CO)C(=O)CO,CCC(CO)C(O)CO,40.6768715,1,1.5
CCC(OC)C(=O)CO,CCC(OC)C(O)CO,59.5699695,1,1.5
COC(CO)C(=O)CO,COC(CO)C(O)CO,62.2007205,1,1.48
CC(C=O)C(CO)CO,CC(CO)C(CO)CO,60.838086,1,1.5
CCC(CC)C(C)C=O,CCC(CC)C(C)CO,59.724874,1,1.55
CCC(CC)C(O)C=O,CCC(CC)C(O)CO,59.5332125,1,1.53
CCC(CO)C(C)C=O,CCC(CO)C(C)CO,62.324119,1,1.53
CCC(CO)C(O)C=O,CCC(CO)C(O)CO,59.9585435,1,1.5
CCC(OC)C(C)C=O,CCC(OC)C(C)CO,64.7842125,1,1.53
CCC(OC)C(O)C=O,CCC(OC)C(O)CO,66.524919,1,1.5
COC(CO)C(C)C=O,COC(CO)C(C)CO,70.169113,1,1.5
COC(CO)C(O)C=O,COC(CO)C(O)CO,64.8052165,1,1.48
CC#CCC(CO)CO,CCCCC(CO)CO,131.0478942,2,3.05
CC(=O)CC(CO)CO,CC(O)CC(CO)CO,45.2399905,1,1.5
CCC(CC(C)=O)OC,CCC(CC(C)O)OC,49.711217,1,1.53
CCC(CC)CC(C)=O,CCC(CC)CC(C)O,45.069333,1,1.55
CCC(CO)CC(C)=O,CCC(CO)CC(C)O,42.8297815,1,1.53
COC(CO)CC(C)=O,COC(CO)CC(C)O,53.9356465,1,1.5
CCC(CC)CCC=O,CCC(CC)CCCO,65.075643,1,1.55
CCC(CCC=O)OC,CCC(CCCO)OC,64.3483795,1,1.53
CCC(CO)CCC=O,CCC(CO)CCCO,64.2958695,1,1.53
CCC(CO)OCC=O,CCC(CO)OCCO,81.3301135,1,1.5
COC(CO)CCC=O,COC(CO)CCCO,67.932187,1,1.5
CC(=O)C(CO)CC=O,CC(O)C(CO)CCO,53.60089525,2,3.01
CCC(CC=O)C(C)=O,CCC(CCO)C(C)O,55.65666175,2,3.05
COC(CC=O)C(C)=O,COC(CCO)C(C)O,63.23385475,2,3.01
CC(C)C(CO)CC=O,CC(C)C(CO)CCO,55.702608,1,1.53
CC(O)C(CO)CC=O,CC(O)C(CO)CCO,57.0127325,1,1.5
CCC(CC=O)C(C)C,CCC(CCO)C(C)C,56.6924215,1,1.55
CCC(CC=O)C(C)O,CCC(CCO)C(C)O,60.6516755,1,1.53
COC(CC=O)C(C)C,COC(CCO)C(C)C,64.2591125,1,1.53
COC(CC=O)C(C)O,COC(CCO)C(C)O,64.5374155,1,1.5
CCC(CC=O)C1CC1,CCC(CCO)C1CC1,60.3681215,1,1.57
CCC(CC=O)C1CO1,CCC(CCO)C1CO1,63.5554785,1,1.55
CCC(CC=O)N1CC1,CCC(CCO)N1CC1,61.499712,1,1.56
COC(CC=O)C1CC1,COC(CCO)C1CC1,65.695261,1,1.55
COC(CC=O)C1CN1,COC(CCO)C1CN1,75.624902,1,1.54
COC(CC=O)C1CO1,COC(CCO)C1CO1,68.410028,1,1.53
CCC(CC=O)CC=O,CCC(CCO)CCO,63.2246655,2,3.05
COC(CC=O)CC=O,COC(CCO)CCO,66.7008275,2,3.01
CCC1(C#C)C(C)C1C,CCC1(CC)C(C)C1C,139.4639345,2,3.2
CCC1(C#C)C(C)C1O,CCC1(CC)C(C)C1O,140.0559847,2,3.15
CCC1(C#C)C(O)C1O,CCC1(CC)C(O)C1O,140.8042523,2,3.1
CCC1(C#C)C2CC1C2,CCC1(CC)C2CC1C2,134.808923,2,3.25
CCC1(C#C)C2CC1O2,CCC1(CC)C2CC1O2,141.745494,2,3.2
CCC1(C#C)C2CCC12,CCC1(CC)C2CCC12,140.6821665,2,3.25
CCC1(C#C)C2COC12,CCC1(CC)C2COC12,141.5118245,2,3.2
CC1(CO)C(O)C1C=O,CC1(CO)C(O)C1CO,63.001498,1,1.53
CC1C(C=O)C1(C)CO,CC1C(CO)C1(C)CO,56.3406045,1,1.55
CC1C(C=O)C1(O)CO,CC1C(CO)C1(O)CO,59.9112845,1,1.53
CCC1(C)C(C)C1C=O,CCC1(C)C(C)C1CO,55.76562,1,1.57
CCC1(C)C(C=O)N1C,CCC1(C)C(CO)N1C,59.4964555,1,1.56
CCC1(C)C(O)C1C=O,CCC1(C)C(O)C1CO,48.513989,1,1.55
CCC1(O)C(C)C1C=O,CCC1(O)C(C)C1CO,55.0961175,1,1.55
CCC1(O)C(O)C1C=O,CCC1(O)C(O)C1CO,66.787469,1,1.53
CN1C(C=O)C1(C)CO,CN1C(CO)C1(C)CO,62.1272065,1,1.54
COC1(C)C(C)C1C=O,COC1(C)C(C)C1CO,61.8331505,1,1.55
COC1(C)C(O)C1C=O,COC1(C)C(O)C1CO,67.5934975,1,1.53
CC1(CO)C(O)CC1=O,CC1(CO)C(O)CC1O,56.385238,1,1.53
CC1CC(=O)C1(C)CO,CC1CC(O)C1(C)CO,53.5602,1,1.55
CC1CC(=O)C1(O)CO,CC1CC(O)C1(O)CO,69.7726625,1,1.53
CCC1(C)C(C)CC1=O,CCC1(C)C(C)CC1O,48.6373875,1,1.57
CCC1(C)C(O)CC1=O,CCC1(C)C(O)CC1O,50.5907595,1,1.55
CCC1(O)C(C)CC1=O,CCC1(O)C(C)CC1O,57.319916,1,1.55
CCC1(O)C(O)CC1=O,CCC1(O)C(O)CC1O,60.2473485,1,1.53
CN1CC(=O)C1(C)CO,CN1CC(O)C1(C)CO,57.787255,1,1.54
COC1(C)C(C)CC1=O,COC1(C)C(C)CC1O,60.3576195,1,1.55
COC1(C)C(O)CC1=O,COC1(C)C(O)CC1O,49.7348465,1,1.53
OCC1(O)C(O)CC1=O,OCC1(O)C(O)CC1O,75.887452,1,1.5
CC1(CO)C2CC(=O)C12,CC1(CO)C2CC(O)C12,40.1150145,1,1.57
CCC1(C)C2CC(=O)C12,CCC1(C)C2CC(O)C12,38.5607185,1,1.6
CCC1(O)C2CC(=O)C12,CCC1(O)C2CC(O)C12,38.600101,1,1.57
COC1(C)C2CC(=O)C12,COC1(C)C2CC(O)C12,53.680973,1,1.57
OCC1(O)C2CC(=O)C12,OCC1(O)C2CC(O)C12,49.742723,1,1.55
CC1(CO)C2CC1C2=O,CC1(CO)C2CC1C2O,30.329776,1,1.57
CC1(CO)C2NC1C2=O,CC1(CO)C2NC1C2O,48.9787025,1,1.56
CC1(CO)C2OC1C2=O,CC1(CO)C2OC1C2O,66.440903,1,1.55
CCC1(C)C2CC1C2=O,CCC1(C)C2CC1C2O,26.1000955,1,1.6
CCC1(C)C2OC1C2=O,CCC1(C)C2OC1C2O,50.3912215,1,1.57
CCC1(O)C2CC1C2=O,CCC1(O)C2CC1C2O,61.168899,1,1.57
CCC1(O)C2NC1C2=O,CCC1(O)C2NC1C2O,65.8869225,1,1.56
CCC1(O)C2OC1C2=O,CCC1(O)C2OC1C2O,79.059056,1,1.55
COC1(C)C2CC1C2=O,COC1(C)C2CC1C2O,41.262358,1,1.57
COC1(C)C2NC1C2=O,COC1(C)C2NC1C2O,52.478494,1,1.56
COC1(C)C2OC1C2=O,COC1(C)C2OC1C2O,63.232542,1,1.55
OCC1(O)C2CC1C2=O,OCC1(O)C2CC1C2O,60.5676595,1,1.55
OCC1(O)C2NC1C2=O,OCC1(O)C2NC1C2O,70.709966,1,1.54
OCC1(O)C2OC1C2=O,OCC1(O)C2OC1C2O,82.330429,1,1.53
CC1(CO)C2CC1C=C2,CC1(CO)C2CC1CC2,162.560458,1,1.6
CCC1(C)C2CC1C=C2,CCC1(C)C2CC1CC2,164.582093,1,1.62
CCC1(O)C2CC1C=C2,CCC1(O)C2CC1CC2,172.9390595,1,1.6
COC1(C)C2CC1C=C2,COC1(C)C2CC1CC2,159.9428345,1,1.6
OCC1(O)C2CC1C=C2,OCC1(O)C2CC1CC2,157.272701,1,1.57
CC1(CO)C2CC2C1=O,CC1(CO)C2CC2C1O,41.3384975,1,1.57
CC1(CO)C2NC2C1=O,CC1(CO)C2NC2C1O,66.404146,1,1.56
CC1(CO)C2OC2C1=O,CC1(CO)C2OC2C1O,68.6594505,1,1.55
CCC1(C)C2CC2C1=O,CCC1(C)C2CC2C1O,47.458538,1,1.6
CCC1(C)C2NC2C1=O,CCC1(C)C2NC2C1O,70.0562165,1,1.59
CCC1(C)C2OC2C1=O,CCC1(C)C2OC2C1O,71.3794685,1,1.57
CCC1(O)C2CC2C1=O,CCC1(O)C2CC2C1O,51.3364015,1,1.57
CCC1(O)C2NC2C1=O,CCC1(O)C2NC2C1O,77.3498555,1,1.56
CCC1(O)C2OC2C1=O,CCC1(O)C2OC2C1O,77.6439115,1,1.55
COC1(C)C2CC2C1=O,COC1(C)C2CC2C1O,57.4118085,1,1.57
COC1(C)C2NC2C1=O,COC1(C)C2NC2C1O,82.740007,1,1.56
COC1(C)C2OC2C1=O,COC1(C)C2OC2C1O,84.745889,1,1.55
OCC1(O)C2CC2C1=O,OCC1(O)C2CC2C1O,61.604732,1,1.55
OCC1(O)C2NC2C1=O,OCC1(O)C2NC2C1O,85.943117,1,1.54
OCC1(O)C2OC2C1=O,OCC1(O)C2OC2C1O,85.7987145,1,1.53
CC1(CO)C2C=CCN12,CC1(CO)C2CCCN12,102.021679,1,1.59
CC1(CO)C2CC=CC12,CC1(CO)C2CCCC12,99.406681,1,1.6
CCC1(C)C2CC=CC12,CCC1(C)C2CCCC12,97.185508,1,1.62
CCC1(O)C2CC=CC12,CCC1(O)C2CCCC12,98.272465,1,1.6
COC1(C)C2CC=CC12,COC1(C)C2CCCC12,103.4000665,1,1.6
OCC1(O)C2CC=CC12,OCC1(O)C2CCCC12,95.562949,1,1.57
CC1(CO)C=CC2CC12,CC1(CO)CCC2CC12,116.430423,1,1.6
CC1(CO)C=CC2CN12,CC1(CO)CCC2CN12,118.588584,1,1.59
CC1(CO)C=CC2NC12,CC1(CO)CCC2NC12,126.927172,1,1.59
CC1(CO)C=CC2OC12,CC1(CO)CCC2OC12,128.0902685,1,1.57
CCC1(C)C=CC2CC12,CCC1(C)CCC2CC12,116.020845,1,1.62
CCC1(C)C=CC2OC12,CCC1(C)CCC2OC12,128.6311215,1,1.6
CCC1(O)C=CC2CC12,CCC1(O)CCC2CC12,112.9358825,1,1.6
CCC1(O)C=CC2NC12,CCC1(O)CCC2NC12,125.115577,1,1.59
CCC1(O)C=CC2OC12,CCC1(O)CCC2OC12,128.266177,1,1.57
COC1(C)C=CC2CC12,COC1(C)CCC2CC12,120.016856,1,1.6
COC1(C)C=CC2NC12,COC1(C)CCC2NC12,135.827617,1,1.59
COC1(C)C=CC2OC12,COC1(C)CCC2OC12,138.600145,1,1.57
OCC1(O)C=CC2CC12,OCC1(O)CCC2CC12,120.8071315,1,1.57
OCC1(O)C=CC2NC12,OCC1(O)CCC2NC12,130.1906685,1,1.56
OCC1(O)C=CC2OC12,OCC1(O)CCC2OC12,133.2677545,1,1.55
CC1(CO)C=CCC1=O,CC1(CO)CCCC1O,76.065986,2,3.1
CCC1(C)C=CCC1=O,CCC1(C)CCCC1O,76.84707225,2,3.15
CCC1(O)C=CCC1=O,CCC1(O)CCCC1O,86.38551375,2,3.1
COC1(C)C=CCC1=O,COC1(C)CCCC1O,90.62832175,2,3.1
OCC1(O)C=CCC1=O,OCC1(O)CCCC1O,90.31326175,2,3.05
CC1(CO)C=CCC1O,CC1(CO)CCCC1O,105.8942915,1,1.55
CC1CC=CC1(C)CO,CC1CCCC1(C)CO,106.43777,1,1.57
CC1CC=CC1(O)CO,CC1CCCC1(O)CO,104.017059,1,1.55
CCC1(C)C=CCC1C,CCC1(C)CCCC1C,104.9491115,1,1.6
CCC1(C)C=CCC1O,CCC1(C)CCCC1O,108.8926125,1,1.57
CCC1(O)C=CCC1C,CCC1(O)CCCC1C,106.138463,1,1.57
CCC1(O)C=CCC1O,CCC1(O)CCCC1O,119.449748,1,1.55
COC1(C)C=CCC1C,COC1(C)CCCC1C,102.809329,1,1.57
COC1(C)C=CCC1O,COC1(C)CCCC1O,108.847979,1,1.55
OCC1(O)C=CCC1O,OCC1(O)CCCC1O,118.284026,1,1.53
CC1(CO)CC(=O)C1O,CC1(CO)CC(O)C1O,55.314034,1,1.53
CC1C(=O)CC1(C)CO,CC1C(O)CC1(C)CO,46.3269475,1,1.55
CC1C(=O)CC1(O)CO,CC1C(O)CC1(O)CO,54.300591,1,1.53
CCC1(C)CC(=O)C1C,CCC1(C)CC(O)C1C,42.8875425,1,1.57
