,unsat_SMILE,sat_SMILE,unsat_enthalpy,sat_enthalpy,nH2,pH2,delta_H
14236,CC1CC2CC1CC2=O,CC1CC2CC1CC2O,-386.680315,-387.866919,1,1.6,51.1998755
14237,CC1CC2OC1CC2=O,CC1CC2OC1CC2O,-422.585806,-423.777566,1,1.57,64.7369535
14238,CC1OC2CC1CC2=O,CC1OC2CC1CC2O,-422.583857,-423.775581,1,1.57,64.6424355
14239,CC1OC2OC1CC2=O,CC1OC2OC1CC2O,-458.49567,-459.688868,1,1.55,68.5124225
14240,OC1CC2CC1CC2=O,OC1CC2CC1CC2O,-422.59652,-423.783844,1,1.57,53.0902355
14241,OC1CC2OC1CC2=O,OC1CC2OC1CC2O,-458.500966,-459.693205,1,1.55,65.994568
14242,CC1CC2CC1CC=C2,CC1CC2CC1CCC2,-350.746486,-351.9551,1,1.62,108.9871305
14243,CC1OC2CC1CC=C2,CC1OC2CC1CCC2,-386.655382,-387.866496,1,1.6,115.5508805
14244,OC1CC2CC1CC=C2,OC1CC2CC1CCC2,-386.663041,-387.871699,1,1.6,109.1026525
14245,CC12CC1CC(O)C2=O,CC12CC1CC(O)C2O,-422.572994,-423.760883,1,1.57,54.573643
14246,CC12CN1CC(O)C2=O,CC12CN1CC(O)C2O,-438.602613,-439.793578,1,1.56,62.649681
14247,CC12NC1CC(O)C2=O,CC12NC1CC(O)C2O,-438.612163,-439.810587,1,1.56,82.2332855
14248,CC12OC1CC(O)C2=O,CC12OC1CC(O)C2O,-458.480559,-459.681681,1,1.55,89.3168845
14249,CC1CC2CC2(C)C1=O,CC1CC2CC2(C)C1O,-386.659039,-387.839574,1,1.6,35.265716
14250,CC1CC2CC2(O)C1=O,CC1CC2CC2(O)C1O,-422.570886,-423.751434,1,1.57,35.2998475
14251,CC1CC2NC2(C)C1=O,CC1CC2NC2(C)C1O,-402.697859,-403.885547,1,1.59,54.0459175
14252,CC1CC2OC2(C)C1=O,CC1CC2OC2(C)C1O,-422.570339,-423.757792,1,1.57,53.428925
14253,CC1CN2CC2(C)C1=O,CC1CN2CC2(C)C1O,-402.688945,-403.873034,1,1.59,44.596743
14254,CC1OC2CC2(C)C1=O,CC1OC2CC2(C)C1O,-422.559491,-423.744777,1,1.57,47.7394665
14255,CC1OC2CC2(O)C1=O,CC1OC2CC2(O)C1O,-458.468961,-459.656869,1,1.55,54.6235275
14256,OC1CC2CC2(O)C1=O,OC1CC2CC2(O)C1O,-458.483836,-459.668558,1,1.55,46.2586845
14257,CC12CC1CC(O)C=C2,CC12CC1CC(O)CC2,-386.633926,-387.844595,1,1.6,114.382533
14258,CC12CN1CC(O)C=C2,CC12CN1CC(O)CC2,-402.662909,-403.872573,1,1.59,111.7439055
14259,CC1CC(=O)C2CC2O1,CC1CC(O)C2CC2O1,-422.560982,-423.745865,1,1.57,46.68139
14260,CC1CC2CC2C(=O)C1,CC1CC2CC2C(O)C1,-386.657718,-387.842041,1,1.6,45.21111
14261,CC1CC2NC2C(=O)C1,CC1CC2NC2C(O)C1,-402.696384,-403.886845,1,1.59,61.326429
14262,CC1CC2OC2C(=O)C1,CC1CC2OC2C(O)C1,-422.566771,-423.758326,1,1.57,64.198726
14263,OC1CC2CC2C(=O)C1,OC1CC2CC2C(O)C1,-422.573244,-423.757395,1,1.57,44.759524
14264,OC1CC2NC2C(=O)C1,OC1CC2NC2C(O)C1,-438.611478,-439.802204,1,1.56,62.0221865
14265,OC1CC2OC2C(=O)C1,OC1CC2OC2C(O)C1,-458.48159,-459.673384,1,1.55,64.8262205
14266,CC1=CC(O)CC2CC12,CC1CC(O)CC2CC12,-386.635639,-387.842634,1,1.6,104.736446
14267,CC1=CC(O)CC2OC12,CC1CC(O)CC2OC12,-422.544333,-423.757574,1,1.57,121.135319
14268,CC1=CC(O)CN2CC12,CC1CC(O)CN2CC12,-402.661847,-403.868465,1,1.59,103.7466325
14269,CC1CC2CC2C(C)=C1,CC1CC2CC2C(C)C1,-350.720285,-351.926466,1,1.62,102.599289
14270,CC1CC2OC2C(C)=C1,CC1CC2OC2C(C)C1,-386.629666,-387.842348,1,1.6,119.6676645
14271,CC1CC2CC2C1C=O,CC1CC2CC2C1CO,-386.6389,-387.83165,1,1.6,67.3361985
14272,CC1CC2CN2C1C=O,CC1CC2CN2C1CO,-402.669347,-403.866607,1,1.59,79.1772035
14273,CC1CC2NC2C1C=O,CC1CC2NC2C1CO,-402.681257,-403.869302,1,1.59,54.983221
14274,CC1CC2OC2C1C=O,CC1CC2OC2C1CO,-422.553082,-423.740741,1,1.57,53.969778
14275,CC1CN2CC2C1C=O,CC1CN2CC2C1CO,-402.668693,-403.862303,1,1.59,69.5941285
14276,CC1OC2CC2C1C=O,CC1OC2CC2C1CO,-422.541721,-423.735212,1,1.57,69.281694
14277,CN1CC2OC2C1C=O,CN1CC2OC2C1CO,-438.57948,-439.772586,1,1.56,68.2708765
14278,CC1=CC2CC2CC1O,CC1CC2CC2CC1O,-386.633738,-387.83803,1,1.6,97.6397195
14279,CC1=CC2CN2CC1O,CC1CC2CN2CC1O,-402.660965,-403.868189,1,1.59,105.3376855
14280,CC1=CC2OC2CC1O,CC1CC2OC2CC1O,-422.553523,-423.760585,1,1.57,104.9123545
14281,CC1CC2CC2C=C1C,CC1CC2CC2CC1C,-350.717842,-351.919823,1,1.62,91.572189
14282,CC1CC2OC2C=C1C,CC1CC2OC2CC1C,-386.628215,-387.837858,1,1.6,111.68877
14283,CC1CC2CC2CC1=O,CC1CC2CC2CC1O,-386.653465,-387.83803,1,1.6,45.846481
14284,CC1CC2CN2CC1=O,CC1CC2CN2CC1O,-402.678036,-403.868189,1,1.59,60.517775
14285,CC1CC2OC2CC1=O,CC1CC2OC2CC1O,-422.567558,-423.760585,1,1.57,68.063462
14286,CC1CN2CC2CC1=O,CC1CN2CC2CC1O,-402.679612,-403.868102,1,1.59,56.1515685
14287,CC1OC2CC2CC1=O,CC1OC2CC2CC1O,-422.556841,-423.74576,1,1.57,57.277908
14288,OC1CC2CC2CC1=O,OC1CC2CC2CC1O,-422.571745,-423.7591,1,1.57,53.171626
14289,OC1CC2CN2CC1=O,OC1CC2CN2CC1O,-438.595745,-439.785946,1,1.56,60.643799
14290,OC1CC2NC2CC1=O,OC1CC2NC2CC1O,-438.61304,-439.807222,1,1.56,71.0959145
14291,OC1CC2OC2CC1=O,OC1CC2OC2CC1O,-458.485246,-459.678163,1,1.55,67.774657
14292,CC1=CCC2CC(O)C12,CC1CCC2CC(O)C12,-386.640837,-387.839188,1,1.6,82.041624
14293,CC1CC2CC=C(C)C12,CC1CC2CCC(C)C12,-350.722979,-351.922143,1,1.62,84.1761555
14294,CC1OC2CC=C(C)C12,CC1OC2CCC(C)C12,-386.637105,-387.83889,1,1.6,91.057591
14295,CC12C=CCC1CC2O,CC12CCCC1CC2O,-386.641586,-387.847214,1,1.6,101.1473875
14296,CC1CC2CC=CC12C,CC1CC2CCCC12C,-350.723926,-351.930468,1,1.62,103.5470945
14297,CC1CC2CC=CC12O,CC1CC2CCCC12O,-386.640578,-387.847851,1,1.6,105.466335
14298,CC1OC2CC=CC12C,CC1OC2CCCC12C,-386.636856,-387.846264,1,1.6,111.0717775
14299,CC1OC2CC=CC12O,CC1OC2CCCC12O,-422.5534,-423.761843,1,1.57,108.53817
14300,OC1CC2CC=CC12O,OC1CC2CCCC12O,-422.557797,-423.76437,1,1.57,103.628485
14301,CC1CC2CC=CC2=C1,CC1CC2CCCC2C1,-349.536445,-351.953208,2,3.25,108.3767018
14302,OC1CC2CC=CC2=C1,OC1CC2CCCC2C1,-385.45238,-387.868341,2,3.2,107.3238762
14303,CC1CC2C=CCC2O1,CC1CC2CCCC2O1,-386.656218,-387.861086,1,1.6,99.1520075
14304,CC1CC2CC=CC2C1,CC1CC2CCCC2C1,-350.747074,-351.953208,1,1.62,102.4758905
14305,CC1CC2CC=CC2O1,CC1CC2CCCC2O1,-386.65417,-387.861086,1,1.6,104.5290315
14306,CC1OC2CC=CC2O1,CC1OC2CCCC2O1,-422.572094,-423.779392,1,1.57,105.5319725
14307,OC1CC2CC=CC2C1,OC1CC2CCCC2C1,-386.661727,-387.868341,1,1.6,103.7361305
14308,CC1CC2CC=CCC12,CC1CC2CCCCC12,-350.717289,-351.926905,1,1.62,111.6178815
14309,CC1OC2CC=CCC12,CC1OC2CCCCC12,-386.62882,-387.839171,1,1.6,113.547624
14310,OC1CC2CC=CCC12,OC1CC2CCCCC12,-386.63522,-387.844655,1,1.6,111.142666
14311,CC1CC2CCC(=O)C12,CC1CC2CCC(O)C12,-386.655986,-387.838623,1,1.6,40.784517
14312,CC1CC2OCC(=O)C12,CC1CC2OCC(O)C12,-422.558078,-423.743071,1,1.57,46.970195
14313,CC1OC2CCC(=O)C12,CC1OC2CCC(O)C12,-422.570434,-423.755006,1,1.57,45.8648595
14314,CN1CC2OCC(=O)C12,CN1CC2OCC(O)C12,-438.58161,-439.780556,1,1.56,83.6037965
14315,OC1CC2CCC(=O)C12,OC1CC2CCC(O)C12,-422.570126,-423.759482,1,1.57,58.4252515
14316,OC1CC2OCC(=O)C12,OC1CC2OCC(O)C12,-458.474063,-459.664786,1,1.55,62.01431
14317,CC1CC2CCC(C)=C12,CC1CC2CCC(C)C12,-350.704705,-351.922143,1,1.62,132.1545425
14318,CC1CC2OCC(C)=C12,CC1CC2OCC(C)C12,-386.606747,-387.828216,1,1.6,142.737933
14319,CC1OC2CCC(C)=C12,CC1OC2CCC(C)C12,-386.609405,-387.83889,1,1.6,163.783941
14320,CC1CC2CCC12C=O,CC1CC2CCC12CO,-386.616644,-387.807418,1,1.6,62.1482105
14321,CC1CC2COC12C=O,CC1CC2COC12CO,-422.524717,-423.720986,1,1.57,76.575333
14322,CC1CC2OCC12C=O,CC1CC2OCC12CO,-422.521956,-423.714849,1,1.57,67.711645
14323,CC1NC2COC12C=O,CC1NC2COC12CO,-438.561939,-439.757899,1,1.56,75.7640535
14324,CC1OC2CCC12C=O,CC1OC2CCC12CO,-422.527728,-423.719821,1,1.57,65.611245
14325,CC1OC2CNC12C=O,CC1OC2CNC12CO,-438.564149,-439.75506,1,1.56,62.507904
14326,CC1OC2COC12C=O,CC1OC2COC12CO,-458.433088,-459.630578,1,1.55,79.7810685
14327,CN1CC2OCC12C=O,CN1CC2OCC12CO,-438.543272,-439.738696,1,1.56,74.3567855
14328,CC1CC2CCC1C2=O,CC1CC2CCC1C2O,-386.671259,-387.864316,1,1.6,68.142227
14329,CC1CC2COC1C2=O,CC1CC2COC1C2O,-422.571831,-423.770704,1,1.57,83.412135
14330,CC1CC2OCC1C2=O,CC1CC2OCC1C2O,-422.570439,-423.769318,1,1.57,83.427888
14331,CC1OC2CCC1C2=O,CC1OC2CCC1C2O,-422.574811,-423.775618,1,1.57,88.489852
14332,CC1OC2COC1C2=O,CC1OC2COC1C2O,-458.47238,-459.678332,1,1.55,101.9980495
14333,CC1OC2OCC1C2=O,CC1OC2OCC1C2O,-458.482899,-459.686419,1,1.55,95.6128335
14334,CN1CC2OCC1C2=O,CN1CC2OCC1C2O,-438.591306,-439.797853,1,1.56,103.560222
14335,OC1CC2CCC1C2=O,OC1CC2CCC1C2O,-422.587316,-423.782225,1,1.57,73.004653
14336,OC1CC2COC1C2=O,OC1CC2COC1C2O,-458.482133,-459.681903,1,1.55,85.7672085
14337,OC1CC2OCC1C2=O,OC1CC2OCC1C2O,-458.485688,-459.685355,1,1.55,85.496782
14338,CC1CC2CCC1C=C2,CC1CC2CCC1CC2,-350.744653,-351.954923,1,1.62,113.3349585
14339,CC1OC2CCC1C=C2,CC1OC2CCC1CC2,-386.651213,-387.863946,1,1.6,119.801565
14340,OC1CC2CCC1C=C2,OC1CC2CCC1CC2,-386.66163,-387.871623,1,1.6,112.607695
14341,CC1=C2CCC2CC1O,CC1C2CCC2CC1O,-386.619478,-387.838929,1,1.6,137.439674
14342,CC1=C2COC2CC1O,CC1C2COC2CC1O,-422.518574,-423.755136,1,1.57,182.3646045
14343,CC1CC2CCC2=C1C,CC1CC2CCC2C1C,-350.703442,-351.921168,1,1.62,132.9106865
14344,CC1CC2OCC2=C1C,CC1CC2OCC2C1C,-386.603245,-387.833907,1,1.6,166.8741545
14345,CC1OC2CCC2=C1C,CC1OC2CCC2C1C,-386.609826,-387.831924,1,1.6,144.3893725
14346,CC1CC2CCC2C1=O,CC1CC2CCC2C1O,-386.653855,-387.836251,1,1.6,40.1517715
14347,CC1CC2COC2C1=O,CC1CC2COC2C1O,-422.554963,-423.743319,1,1.57,55.7997515
14348,CC1CC2OCC2C1=O,CC1CC2OCC2C1O,-422.562931,-423.748771,1,1.57,49.1939935
14349,CC1OC2CCC2C1=O,CC1OC2CCC2C1O,-422.559528,-423.745579,1,1.57,49.747974
14350,CC1OC2COC2C1=O,CC1OC2COC2C1O,-458.459744,-459.658293,1,1.55,82.561473
14351,OC1CC2CCC2C1=O,OC1CC2CCC2C1O,-422.569137,-423.755993,1,1.57,51.8615015
14352,OC1CC2COC2C1=O,OC1CC2COC2C1O,-458.468704,-459.670822,1,1.55,91.9318825
14353,OC1CC2OCC2C1=O,OC1CC2OCC2C1O,-458.474682,-459.673124,1,1.55,82.2805445
14354,CC1CC2=CCCC2O1,CC1CC2CCCC2O1,-386.648811,-387.861086,1,1.6,118.599086
14355,CC1CC2=CCOC2O1,CC1CC2CCOC2O1,-422.554406,-423.780353,1,1.57,154.494922
14356,CC1CC2CCC=C2C1,CC1CC2CCCC2C1,-350.741635,-351.953208,1,1.62,116.755985
14357,OC1CC2CCC=C2C1,OC1CC2CCCC2C1,-386.656454,-387.868341,1,1.6,117.580392
14358,CC1CC2CCC=CC12,CC1CC2CCCCC12,-350.719047,-351.926905,1,1.62,107.0022525
14359,CC1CC2OCC=CC12,CC1CC2OCCCC12,-386.623464,-387.830746,1,1.6,105.4899645
14360,CC1OC2CCC=CC12,CC1OC2CCCCC12,-386.637153,-387.839171,1,1.6,91.6693325
14361,CN1CC2OCC=CC12,CN1CC2OCCCC12,-402.649887,-403.863002,1,1.59,120.804506
14362,OC1CC2CCC=CC12,OC1CC2CCCCC12,-386.63648,-387.844655,1,1.6,107.834536
14363,OC1CC2OCC=CC12,OC1CC2OCCCC12,-422.541492,-423.749537,1,1.57,107.493221
14364,CC1CC2CCCC2=C1,CC1CC2CCCC2C1,-350.741429,-351.953208,1,1.62,117.296838
14365,CC1CC2COCC2=C1,CC1CC2COCC2C1,-386.642014,-387.85708,1,1.6,125.9268565
14366,OC1CC2CCCC2=C1,OC1CC2CCCC2C1,-386.657831,-387.868341,1,1.6,113.9650785
14367,OC1CC2COCC2=C1,OC1CC2COCC2C1,-422.557867,-423.772179,1,1.57,123.9472295
14368,CC1CC2CCCC=C12,CC1CC2CCCCC12,-350.71801,-351.926905,1,1.62,109.724896
14369,CC1CC2COCC=C12,CC1CC2COCCC12,-386.616538,-387.829631,1,1.6,120.746745
14370,CC1CC2OCCC=C12,CC1CC2OCCCC12,-386.617427,-387.830746,1,1.6,121.340108
14371,CC1OC2CCCC=C12,CC1OC2CCCCC12,-386.624662,-387.839171,1,1.6,124.464453
14372,CC1OC2COCC=C12,CC1OC2COCCC12,-422.521295,-423.738508,1,1.57,131.563805
14373,OC1CC2CCCC=C12,OC1CC2CCCCC12,-386.632515,-387.844655,1,1.6,118.2446435
14374,OC1CC2COCC=C12,OC1CC2COCCC12,-422.531134,-423.744542,1,1.57,121.5737775
14375,OC1CC2OCCC=C12,OC1CC2OCCCC12,-422.532429,-423.749537,1,1.57,131.2881275
14376,CC1=CCC(O)CC1=O,CC1CCC(O)CC1O,-422.593839,-424.988561,2,3.1,79.442379
14377,CC1CC=C(C)C(=O)C1,CC1CCC(C)C(O)C1,-386.679324,-389.068318,2,3.15,71.922947
14378,CC1=CCC(O)CC1O,CC1CCC(O)CC1O,-423.775399,-424.988561,1,1.55,120.9279045
14379,CC1CC=C(C)C(C)C1,CC1CCC(C)C(C)C1,-351.945091,-353.151205,1,1.6,102.4233805
14380,CC1CC=C(C)C(C)O1,CC1CCC(C)C(C)O1,-387.853768,-389.061533,1,1.57,106.758081
14381,CC1CC=C(C)C(O)C1,CC1CCC(C)C(O)C1,-387.860212,-389.068318,1,1.57,107.6533765
14382,CC1=CCC(O)C1(C)C,CC1CCC(O)C1(C)C,-387.859873,-389.063711,1,1.57,96.4477425
14383,CC1=CCC(O)C1(C)O,CC1CCC(O)C1(C)O,-423.776631,-424.982976,1,1.55,103.029871
14384,CC1CC=C(C)C1(C)C,CC1CCC(C)C1(C)C,-351.943656,-353.147508,1,1.6,96.4844995
14385,CC1CC=C(C)C1(C)O,CC1CCC(C)C1(C)O,-387.861985,-389.066249,1,1.57,97.5662055
14386,CC1=CCC(O)C11CC1,CC1CCC(O)C11CC1,-386.635494,-387.836781,1,1.6,89.750092
14387,CC1=CCC(O)C11CN1,CC1CCC(O)C11CN1,-402.673285,-403.875977,1,1.59,93.4389195
14388,CC1=CCC(O)C11CO1,CC1CCC(O)C11CO1,-422.544223,-423.747125,1,1.57,93.9902745
14389,CC1CC=C(C)C11CC1,CC1CCC(C)C11CC1,-350.71871,-351.920414,1,1.62,90.8449255
14390,CC1CC=C(C)C11CO1,CC1CCC(C)C11CO1,-386.630922,-387.8328,1,1.6,91.3017625
14391,CC1=CCC(O)C1C=O,CC1CCC(O)C1CO,-422.575492,-424.970373,2,3.1,79.65110625
14392,CC1CC=C(C)C1C=O,CC1CCC(C)C1CO,-386.659646,-389.051797,2,3.15,76.06729875
14393,CC1=CCC(O)C2CC12,CC1CCC(O)C2CC12,-386.638766,-387.841946,1,1.6,94.7201635
14394,CC1=CCC(O)C2NC12,CC1CCC(O)C2NC12,-402.678842,-403.888085,1,1.59,110.63857
14395,CC1=CCC(O)C2OC12,CC1CCC(O)C2OC12,-422.549481,-423.758307,1,1.57,109.5437365
14396,CC1CC=C(C)C2CC12,CC1CCC(C)C2CC12,-350.723718,-351.924339,1,1.62,88.001509
14397,CC1CC=C(C)C2OC12,CC1CCC(C)C2OC12,-386.634384,-387.840829,1,1.6,103.292421
14398,CC1=CCC(O)C(=O)C1,CC1CCC(O)C(O)C1,-422.585808,-424.987702,2,3.1,88.857422
14399,CC1=CCC(O)C(O)C1,CC1CCC(O)C(O)C1,-423.781117,-424.987702,1,1.55,103.659991
14400,CC(=O)C1=CCC(O)C1,CC(O)C1CCC(O)C1,-422.582873,-424.976876,2,3.1,78.49851175
14401,CC1CC=C(C1)C1CC1,CC1CCC(C1)C1CC1,-350.71383,-351.917573,1,1.62,96.19832
14402,CC1CC=C(C1)C1CO1,CC1CCC(C1)C1CO1,-386.622268,-387.82705,1,1.6,98.9262145
14403,OC1CC=C(C1)C1CC1,OC1CCC(C1)C1CC1,-386.629693,-387.834695,1,1.6,99.5038245
14404,OC1CC=C(C1)C1CO1,OC1CCC(C1)C1CO1,-422.537752,-423.743544,1,1.57,101.5779695
14405,CC1CC=C(C=O)C1=O,CC1CCC(CO)C1O,-421.393324,-424.9729,3,4.65,68.4966695
14406,CC1C(O)CC=C1C=O,CC1C(O)CCC1CO,-422.577528,-424.970098,2,3.1,76.617341
14407,CC1CC=C(C=O)C1C,CC1CCC(CO)C1C,-386.662943,-389.05368,2,3.15,74.21107025
14408,CC1CC=C(C=O)C1O,CC1CCC(CO)C1O,-422.579635,-424.9729,2,3.1,77.52970225
14409,CC1CC=C(CC=O)C1,CC1CCC(CCO)C1,-386.656518,-389.053113,2,3.15,81.90115975
14410,CC1CC=C2C3CC3C12,CC1CCC2C3CC3C12,-349.465021,-350.694477,1,1.65,163.7078015
14411,CC1CC=C2C3OC3C12,CC1CCC2C3OC3C12,-385.369593,-386.60618,1,1.62,182.430242
14412,OC1CC=C2C3CC3C12,OC1CCC2C3CC3C12,-385.381031,-386.607764,1,1.62,156.558565
14413,OC1CC=C2C3CN3C12,OC1CCC2C3CN3C12,-401.408353,-402.638918,1,1.61,166.619481
14414,OC1CC=C2C3NC3C12,OC1CCC2C3NC3C12,-401.419155,-402.652855,1,1.61,174.8504235
14415,OC1CC=C2C3OC3C12,OC1CCC2C3OC3C12,-421.288238,-422.521652,1,1.6,174.0995305
14416,CC1CC=C2C=CCC12,CC1CCC2CCCC12,-349.53504,-351.953946,2,3.25,111.189925
14417,OC1CC=C2C=CCC12,OC1CCC2CCCC12,-385.452862,-387.869163,2,3.2,107.7702113
14418,CC1CC=C2CC=CC12,CC1CCC2CCCC12,-349.531434,-351.953946,2,3.25,115.9237015
14419,OC1CC=C2CC=CC12,OC1CCC2CCCC12,-385.448574,-387.869163,2,3.2,113.3992833
14420,CC12CCC1=CCC2O,CC12CCC1CCC2O,-386.618191,-387.846198,1,1.6,159.903452
14421,CC12OCC1=CCC2O,CC12OCC1CCC2O,-422.520822,-423.762915,1,1.57,196.886245
14422,CC1CC=C2CCC12C,CC1CCC2CCC12C,-350.702354,-351.930656,1,1.62,160.6779745
14423,CC1CC=C2CCC12O,CC1CCC2CCC12O,-386.617243,-387.847419,1,1.6,165.5981615
14424,CC1CC=C2COC12C,CC1CCC2COC12C,-386.606432,-387.846103,1,1.6,190.527284
14425,OC1CC=C2CCC12O,OC1CCC2CCC12O,-422.532211,-423.763822,1,1.57,169.365754
14426,CC1CC=C2CCC2C1,CC1CCC2CCC2C1,-350.717248,-351.92837,1,1.62,115.5718845
14427,CC1CC=C2CCC2O1,CC1CCC2CCC2O1,-386.617511,-387.837789,1,1.6,139.6109625
14428,CC1CC=C2COC2C1,CC1CCC2COC2C1,-386.619003,-387.834152,1,1.6,126.144773
14429,OC1CC=C2CCC2C1,OC1CCC2CCC2C1,-386.63279,-387.844633,1,1.6,117.46487
14430,OC1CC=C2COC2C1,OC1CCC2COC2C1,-422.533197,-423.747141,1,1.57,122.9810455
14431,CC1CC=C2CCC=C12,CC1CCC2CCCC12,-349.538047,-351.953946,2,3.25,107.2424857
14432,OC1CC=C2CCC=C12,OC1CCC2CCCC12,-385.449594,-387.869163,2,3.2,112.0602783
14433,CC1CC=C2CCCC12,CC1CCC2CCCC12,-350.740082,-351.953946,1,1.62,122.7710055
14434,CC1CC=C2CCOC12,CC1CCC2CCOC12,-386.643713,-387.85919,1,1.6,127.005937
14435,CC1CC=C2COCC12,CC1CCC2COCC12,-386.640045,-387.857878,1,1.6,133.191615
14436,OC1CC=C2CCCC12,OC1CCC2CCCC12,-386.657116,-387.869163,1,1.6,118.000472
14437,OC1CC=C2CCOC12,OC1CCC2CCOC12,-422.556178,-423.773822,1,1.57,132.6953955
14438,OC1CC=C2COCC12,OC1CCC2COCC12,-422.556474,-423.772305,1,1.57,127.935364
14439,CC1CC=CC(=O)C1=O,CC1CCCC(O)C1O,-421.387481,-424.989166,3,4.65,87.84572933
14440,OC1CC=CC(=O)C1=O,OC1CCCC(O)C1O,-457.299845,-460.906632,3,4.58,92.31082967
14441,CC1C(O)CC=CC1=O,CC1C(O)CCCC1O,-422.589612,-424.987764,2,3.1,83.9451115
14442,CC1CC=CC(=O)C1C,CC1CCCC(O)C1C,-386.674021,-389.067024,2,3.15,77.18576175
14443,CC1CC=CC(=O)C1O,CC1CCCC(O)C1O,-422.588704,-424.989166,2,3.1,86.977564
14444,OC1CC=CC(=O)C1O,OC1CCCC(O)C1O,-458.505099,-460.906632,2,3.05,88.38351925
14445,CC1CC=CC(=O)C=C1,CC1CCCC(O)CC1,-385.45433,-389.056112,3,4.72,87.9306205
14446,OC1CC=CC(=O)C=C1,OC1CCCC(O)CC1,-421.36819,-424.972591,3,4.65,90.222682
14447,CC1CC=CC(C)(C)C1,CC1CCCC(C)(C)C1,-351.94525,-353.15477,1,1.6,111.3658335
14448,CC1CC=CC(C)(C)O1,CC1CCCC(C)(C)O1,-387.854738,-389.064596,1,1.57,112.2532525
14449,CC1CC=CC(C)(O)C1,CC1CCCC(C)(O)C1,-387.862435,-389.073925,1,1.57,116.5380685
14450,CC1CC=CC(C)=CC1,CC1CCCC(C)CC1,-350.729873,-353.139211,2,3.2,98.629533
14451,CC1C=CCC(O)C1=O,CC1CCCC(O)C1O,-422.580539,-424.989166,2,3.1,97.69616775
14452,CC1CC=CC(C)C1=O,CC1CCCC(C)C1O,-386.670894,-389.068587,2,3.15,83.34255925
14453,CC1CC=CC(O)C1=O,CC1CCCC(O)C1O,-422.587294,-424.989166,2,3.1,88.8285415
14454,OC1CC=CC(O)C1=O,OC1CCCC(O)C1O,-458.502956,-460.906632,2,3.05,91.1967425
14455,CC1C(O)CC=CC1O,CC1C(O)CCCC1O,-423.77631,-424.987764,1,1.55,116.4435505
14456,CC1C=CCC(O)C1C,CC1CCCC(O)C1C,-387.855717,-389.067024,1,1.57,116.057602
14457,CC1C=CCC(O)C1O,CC1CCCC(O)C1O,-423.777015,-424.989166,1,1.55,118.273524
14458,CC1CC=CC(C)C1C,CC1CCCC(C)C1C,-351.940748,-353.149556,1,1.6,109.4964775
14459,CC1CC=CC(C)C1O,CC1CCCC(C)C1O,-387.859938,-389.068587,1,1.57,109.079023
14460,CC1CC=CC(O)C1C,CC1CCCC(O)C1C,-387.85674,-389.067024,1,1.57,113.3717155
14461,CC1CC=CC(O)C1O,CC1CCCC(O)C1O,-423.776063,-424.989166,1,1.55,120.773
14462,OC1CC=CC(O)C1O,OC1CCCC(O)C1O,-459.692902,-460.906632,1,1.53,122.4191885
14463,CC1C=CCC(O)C=C1,CC1CCCC(O)CC1,-386.635693,-389.056112,2,3.15,113.1761157
14464,CC1CC=CC(C)C=C1,CC1CCCC(C)CC1,-350.719323,-353.139211,2,3.2,112.4790455
14465,CC1CC=CC(O)C=C1,CC1CCCC(O)CC1,-386.634813,-389.056112,2,3.15,114.3313357
14466,OC1CC=CC(O)C=C1,OC1CCCC(O)CC1,-422.549983,-424.972591,2,3.1,116.0497255
14467,CC1(C=O)C=CCC1O,CC1(CO)CCCC1O,-422.572904,-424.972815,2,3.1,86.25423875
14468,CC1CC=CC1(C)C=O,CC1CCCC1(C)CO,-386.656269,-389.05707,2,3.15,87.42258625
14469,CC1CC=CC1(O)C=O,CC1CCCC1(O)CO,-422.573888,-424.977104,2,3.1,90.5928775
14470,CC1CC=CC11CCC1,CC1CCCC11CCC1,-350.715485,-351.92293,1,1.62,105.917921
14471,CC1CC=CC11CCO1,CC1CCCC11CCO1,-386.62731,-387.834506,1,1.6,105.2641715
14472,CC1CC=CC11COC1,CC1CCCC11COC1,-386.620042,-387.827164,1,1.6,105.0698845
14473,OC1CC=CC11CCC1,OC1CCCC11CCC1,-386.631554,-387.838902,1,1.6,105.6632475
14474,OC1CC=CC11CCO1,OC1CCCC11CCO1,-422.541761,-423.750147,1,1.57,108.3885165
14475,OC1CC=CC11COC1,OC1CCCC11COC1,-422.535771,-423.742585,1,1.57,104.2612305
14476,CC(=O)C1C=CCC1O,CC(O)C1CCCC1O,-422.581996,-424.977921,2,3.1,81.02161725
14477,CC1CC=CC1C1CC1,CC1CCCC1C1CC1,-350.709375,-351.916875,1,1.62,106.0623235
14478,CC1CC=CC1C1CO1,CC1CCCC1C1CO1,-386.616168,-387.825301,1,1.6,110.349765
14479,OC1CC=CC1C1CC1,OC1CCCC1C1CC1,-386.625601,-387.83445,1,1.6,109.604123
14480,OC1CC=CC1C1CO1,OC1CCCC1C1CO1,-422.534267,-423.742754,1,1.57,108.653692
14481,OC1CC=CC1N1CC1,OC1CCCC1N1CC1,-402.657734,-403.86558,1,1.59,106.9707465
14482,CC1CC=CC1CC=O,CC1CCCC1CCO,-386.651998,-389.051474,2,3.15,85.6831925
14483,CC12CC1C(O)CC=C2,CC12CC1C(O)CCC2,-386.638166,-387.843901,1,1.6,101.428316
14484,CC1CC=CC2(C)CC12,CC1CCCC2(C)CC12,-350.723208,-351.927889,1,1.62,98.661039
